"hscode"	"Duty"	"import_euro_kg"	"anti-dumping"	"description_hscode"	"description_en_chinois"	"date_search"	"lien"
"1513111020"		"0"		"Section III - (Chapter 15) - Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes / ANIMAL, VEGETABLE OR MICROBIAL FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PREPARED EDIBLE FATS; ANIMAL OR VEGETABLE WAXES / Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified / - Coconut (copra) oil and its fractions / - - Crude oil / - - - For technical or industrial uses other than the manufacture of foodstuffs for human consumption / - - - - for the manufacture of: - industrial monocarboxylic fatty acids of subheading 3823 19 10, - methyl esters of fatty acids of heading 2915 or 2916, - fatty alcohols of subheadings 2905 17, 2905 19 and 3823 70 used for the manufacture of cosmetics, washing products or pharmaceutical products, - fatty alcohols of subheading 2905 16, pure or mixed, used for the manufacture of cosmetics, washing products or pharmaceutical products, - stearic acid of subheading 3823 11 00, - goods of heading 3401, or - fatty acids with high purity of heading 2915"	"第三节-（第15章）-动物、植物或微生物油脂及其卵裂产物；制备的食用脂肪；动物或植物蜡/动物、植物或微生物油脂及其裂解产物；制备的食用脂肪；动物或植物蜡/椰子（椰子）、棕榈仁或巴巴苏油及其馏分，不论是否精制，但未经化学改性的/-椰子油及其馏分/-原油/-用于除制造人类消费食品以外的技术或工业用途/-用于制造：-第3823 19 10子目的工业一元羧酸，-第2915或2916品目的脂肪酸甲酯，-第2905 17子目的脂肪醇，2905 19和3823 70用于制造化妆品、洗涤用品或医药产品，-第2905 16子目的纯或混合脂肪醇，用于制造化妆品、洗涤用品或医药产品，-第3823 11 00子目的硬脂酸，-第3401品目的商品，或-第2915品目的高纯度脂肪酸"		"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=1513111020&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"1513111090"		"0"		"Section III - (Chapter 15) - Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes / ANIMAL, VEGETABLE OR MICROBIAL FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PREPARED EDIBLE FATS; ANIMAL OR VEGETABLE WAXES / Coconut (copra), palm kernel or babassu oil and fractions thereof, whether or not refined, but not chemically modified / - Coconut (copra) oil and its fractions / - - Crude oil / - - - For technical or industrial uses other than the manufacture of foodstuffs for human consumption / - - - - Other / "	"第三节-（第15章）-动物、植物或微生物油脂及其卵裂产物；制备的食用脂肪；动物或植物蜡/动物、植物或微生物油脂及其裂解产物；制备的食用脂肪；动物或植物蜡/椰子（椰子）、棕榈仁或巴巴苏油及其馏分，不论是否精制，但未经化学改性/-椰子（椰子）油及其馏分/-原油/-用于除人类消费食品制造以外的技术或工业用途/-其他/"		"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=1513111090&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"1515501900"	" 6,4 %          "	"6.19"		"Section III - (Chapter 15) - Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes / ANIMAL, VEGETABLE OR MICROBIAL FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PREPARED EDIBLE FATS; ANIMAL OR VEGETABLE WAXES / Other fixed vegetable or microbial fats and oils (including jojoba oil) and their fractions, whether or not refined, but not chemically modified / - Sesame oil and its fractions / - - Crude oil / - - - Other / "	"第三节-（第15章）-动物、植物或微生物油脂及其卵裂产物；制备的食用脂肪；动物或植物蜡/动物、植物或微生物油脂及其裂解产物；制备的食用脂肪；动物或植物蜡/其他固定植物或微生物油脂（包括荷荷巴油）及其馏分，不论是否精制，但未经化学改性/-芝麻油及其馏分/-原油/-其他/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=1515501900&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"1702500000"	" 16 % + 50,7 EUR / 100 kg/net mas          "	"11.95"		"Section IV - (Chapters 16...24) - Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body / SUGARS AND SUGAR CONFECTIONERY / Other sugars, including chemically pure lactose, maltose, glucose and fructose, in solid form; sugar syrups not containing added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel / - Chemically pure fructose / "	"第四节-（第16…24章）-制备食品；饮料、烈酒和醋；烟草和人造烟草替代品；拟吸入而不燃烧的产品，不论是否含有尼古丁；其他旨在将尼古丁摄入人体/糖和糖果/其他糖的含尼古丁产品，包括固体形式的化学纯乳糖、麦芽糖、葡萄糖和果糖；不含添加香料或色素的糖浆；人造蜂蜜，不论是否与天然蜂蜜混合；焦糖/化学纯果糖/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=1702500000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"2103100000"	" 7,7 %          "	"1.46"		"Section IV - (Chapters 16...24) - Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body / MISCELLANEOUS EDIBLE PREPARATIONS / Sauces and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal and prepared mustard / - Soya sauce / "	"第四节-（第16…24章）-制备食品；饮料、烈酒和醋；烟草和人造烟草替代品；拟吸入而不燃烧的产品，不论是否含有尼古丁；其他拟将尼古丁摄入人体的含尼古丁产品/各种可食用制剂/酱汁及其制剂；混合调味品和混合调味品；芥末粉、芥末粉和精制芥末/酱油/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=2103100000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"2935300000"	" 6,5 %          "	"0"		"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / ORGANIC CHEMICALS / I. HYDROCARBONS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / II. ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / III. PHENOLS, PHENOL-ALCOHOLS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / IV. ETHERS, ALCOHOL PEROXIDES, ETHER PEROXIDES, ACETAL AND HEMIACETAL PEROXIDES, KETONE PEROXIDES, EPOXIDES WITH A THREE-MEMBERED RING, ACETALS AND HEMIACETALS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / V. ALDEHYDE-FUNCTION COMPOUNDS / VI. KETONE-FUNCTION COMPOUNDS AND QUINONE-FUNCTION COMPOUNDS / VII. CARBOXYLIC ACIDS AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / VIII. ESTERS OF INORGANIC ACIDS OF NON-METALS AND THEIR SALTS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / IX. NITROGEN-FUNCTION COMPOUNDS / X. ORGANO-INORGANIC COMPOUNDS, HETEROCYCLIC COMPOUNDS, NUCLEIC ACIDS AND THEIR SALTS, AND SULPHONAMIDES / Sulphonamides / - N-Ethyl-N-(2-hydroxyethyl) perfluorooctane sulphonamide / "	"第六节-（第28…38章）-化学或相关工业产品/有机化学品/I.碳氢化合物及其卤化、磺化、硝化或亚硝化衍生物/II。醇及其卤化、磺化、硝化或亚硝化衍生物/III.酚、酚醇及其卤化、磺化、硝化或亚硝化衍生物/IV.醚、醇过氧化物、醚过氧化物、缩醛和半缩醛过氧化物、酮过氧化物、带三元环的环氧化物、缩醛和半缩醛及其卤化、磺化、，硝化或亚硝化衍生物/V.醛功能化合物/VI.酮功能化合物和醌功能化合物/VII。羧酸及其酸酐、卤化物、过氧化物和过氧酸及其卤化、磺化、硝化或亚硝化衍生物/VIII。非金属无机酸及其盐及其卤化、磺化、硝化或亚硝化衍生物的酯/IX.氮官能团化合物/X.有机-无机化合物、杂环化合物、核酸及其盐和磺胺/磺胺/-N-乙基-N-（2-羟乙基）全氟辛烷磺酰胺/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=2935300000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"3305300000"	" 0 %          "	"9.98"		"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS / Preparations for use on the hair / - Hair lacquers / "	"第六节-（第28…38章）-化学或相关行业的产品/精油和树脂；香水、化妆品或卫生间制剂/用于头发的制剂/发漆/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=3305300000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"4001100000"	" 0 %          "	"3.08"		"Section VII - (Chapters 39 & 40) - Plastics and articles thereof; rubber and articles thereof / RUBBER AND ARTICLES THEREOF / Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, sheets or strip / - Natural rubber latex, whether or not prevulcanised / "	"第七节-（第39章和第40章）-塑料及其制品；橡胶及其制品/橡胶及其制品/天然橡胶、橡胶、杜仲胶、愈创木胶、菊苣胶和类似天然胶，初级形状或板、片或条/-天然胶乳，无论是否预硫化/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=4001100000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"5311001000"	" 8 %          "	"7.51"		"Section XI - (Chapters 50...63) - Textiles and textile articles / OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN / Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn / - Of ramie / "	"第XI节-（第50…63章）-纺织品和纺织品/其他植物纺织纤维；纸纱和纸纱机织物/其他植物纺织纤维机织物；苎麻纸纱机织物/"	"2022-07-05"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=5311001000&country=29422&trade=0&cssfile=tarbro&date=2022-07-05&lang=EN&page=1"
"3824999689"	" 6,5 %          "	"2.11"	"anti-dumping"	"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / MISCELLANEOUS CHEMICAL PRODUCTS / Prepared binders for foundry moulds or cores; chemical products and preparations of the chemical or allied industries (including those consisting of mixtures of natural products), not elsewhere specified or included / - Other / - - Other / - - - Other / - - - - Other / - - - - - Chemical products or preparations, predominantly composed of organic compounds, not elsewhere specified or included / - - - - - Other / - - - - - - Monosodium glutamate in mixture or in solution, containing by dry weight 50 % or more of monosodium glutamate / "	"第六节-（第28…38章）-化工或相关行业产品/杂项化工产品/铸造模具或型芯用制备粘合剂；化学或相关行业的化学产品和制剂（包括天然产品混合物），未在其他地方规定或包括/-其他/-其他/-其他/-其他/-化学产品或制剂，主要由有机化合物组成，未在其他地方规定或包括在混合物或溶液中的其他味精，按干重计含有50%或以上的味精/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=3824999689&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"3920999090"	" 6,5 %          "	"3.76"		"Section VII - (Chapters 39 & 40) - Plastics and articles thereof; rubber and articles thereof / PLASTICS AND ARTICLES THEREOF / I. PRIMARY FORMS / II. WASTE, PARINGS AND SCRAP; SEMI-MANUFACTURES; ARTICLES / Other plates, sheets, film, foil and strip, of plastics, non-cellular and not reinforced, laminated, supported or similarly combined with other materials / - Of other plastics / - - Of other plastics / - - - Other / - - - - Other / "	"第七节-（第39章和第40章）-塑料及其制品；橡胶及其制品/塑料及其制品/I.主要形式/II。废料、削片和废料；半成品；非泡沫塑料制品/其他板、片、膜、箔和带材，未经增强、层压、支撑或类似方式与其他材料组合/-其他塑料/-其他/-其他/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=3920999090&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"3920999090"	" 6,5 %          "	"3.76"		"Section VII - (Chapters 39 & 40) - Plastics and articles thereof; rubber and articles thereof / PLASTICS AND ARTICLES THEREOF / I. PRIMARY FORMS / II. WASTE, PARINGS AND SCRAP; SEMI-MANUFACTURES; ARTICLES / Other plates, sheets, film, foil and strip, of plastics, non-cellular and not reinforced, laminated, supported or similarly combined with other materials / - Of other plastics / - - Of other plastics / - - - Other / - - - - Other / "	"第七节-（第39章和第40章）-塑料及其制品；橡胶及其制品/塑料及其制品/I.主要形式/II。废料、削片和废料；半成品；非泡沫塑料制品/其他板、片、膜、箔和带材，未经增强、层压、支撑或类似方式与其他材料组合/-其他塑料/-其他/-其他/"	"20220630"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=3920999090&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"8536309090"	" 0 %          "	"35.79"		"Section XVI - (Chapters 84 & 85) - Machinery and mechanical appliances; electrical equipment; parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles / ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES / Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp holders and other connectors, junction boxes), for a voltage not exceeding 1 000 V; connectors for optical fibres, optical fibre bundles or cables / - Other apparatus for protecting electrical circuits / - - For a current exceeding 125 A / - - - Other / "	"第十六节-（第84章和第85章）-机械和机械装置；电气设备；其部分；录音机和放音机、电视图像和声音录音机和放音机，以及此类物品/电机和设备及其零件和附件；录音机和放音机、电视图像和声音录音机和放音机，以及此类物品/电气设备的零件和附件，用于切换或保护电路，或用于连接电路或电路中（例如，开关、继电器、保险丝、浪涌抑制器、插头、插座、灯座和其他连接器、接线盒），电压不超过1000 V；光纤、光纤束或电缆连接器/-其他电路保护装置/-电流超过125 a/-其他/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=8536309090&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
"2918160010"	" 6,5 %          "	"2.15"	"anti-dumping"	"Section VI - (Chapters 28...38) - Products of the chemical or allied industries / ORGANIC CHEMICALS / I. HYDROCARBONS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / II. ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / III. PHENOLS, PHENOL-ALCOHOLS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / IV. ETHERS, ALCOHOL PEROXIDES, ETHER PEROXIDES, ACETAL AND HEMIACETAL PEROXIDES, KETONE PEROXIDES, EPOXIDES WITH A THREE-MEMBERED RING, ACETALS AND HEMIACETALS, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / V. ALDEHYDE-FUNCTION COMPOUNDS / VI. KETONE-FUNCTION COMPOUNDS AND QUINONE-FUNCTION COMPOUNDS / VII. CARBOXYLIC ACIDS AND THEIR ANHYDRIDES, HALIDES, PEROXIDES AND PEROXYACIDS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES / Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and peroxyacids; their halogenated, sulphonated, nitrated or nitrosated derivatives / - Carboxylic acids with alcohol function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their derivatives / - - Gluconic acid, its salts and esters / - - - Dry sodium gluconate with a Customs Union and Statistics (CUS) number 0023277-9 and a Chemical Abstracts Service (CAS) registry number 527-07-1 / "	"第六节-（第28…38章）-化学或相关行业的产品/有机化学品/I.碳氢化合物及其卤化、磺化、硝化或亚硝化衍生物/II。醇及其卤化、磺化、硝化或亚硝化衍生物/III.酚、酚醇及其卤化、磺化、硝化或亚硝化衍生物/IV.醚、醇过氧化物、醚过氧化物、缩醛和半缩醛过氧化物、酮过氧化物、三元环环氧化物、缩醛和半缩醛及其卤化、磺化、，硝化或亚硝化衍生物/V.醛功能化合物/VI.酮功能化合物和醌功能化合物/VII。羧酸及其酸酐、卤化物、过氧化物和过氧酸及其卤化、磺化、硝化或亚硝化衍生物/具有额外氧功能的羧酸及其酸酐、卤化物、过氧化物和过氧酸；其卤化、磺化、硝化或亚硝化衍生物/-具有醇功能但不具有其他氧功能的羧酸，其酸酐、卤化物、过氧化物、过氧化物及其衍生物/-葡萄糖酸，其盐和酯/-干葡萄糖酸钠，海关联盟和统计局（CUS）编号0023277-9，化学文摘社（CAS）注册号527-07-1/"	"20220623"	"https://eservices.minfin.fgov.be/extTariffBrowser/Measure?cnCode=2918160010&country=29422&trade=0&cssfile=tarbro&date=20220623&lang=EN&page=1"
